test_id,expected,actual,max2,max3
164.0,2.0,4.0,4.0,14.0
71.0,1.0,1.0,1.0,15.0
1176.0,14.0,4.0,4.0,14.0
196.0,3.0,6.0,6.0,6.0
963.0,11.0,4.0,4.0,15.0
784.0,9.0,1.0,1.0,10.0
933.0,11.0,4.0,4.0,15.0
665.0,6.0,1.0,1.0,15.0
1014.0,12.0,4.0,4.0,14.0
176.0,2.0,4.0,4.0,15.0
831.0,9.0,1.0,1.0,15.0
690.0,6.0,4.0,4.0,14.0
698.0,6.0,4.0,4.0,15.0
632.0,6.0,4.0,4.0,15.0
52.0,1.0,4.0,4.0,15.0
525.0,5.0,4.0,4.0,14.0
833.0,9.0,1.0,1.0,1.0
505.0,5.0,4.0,4.0,15.0
1285.0,15.0,4.0,4.0,14.0
328.0,4.0,4.0,4.0,14.0
545.0,5.0,4.0,4.0,15.0
645.0,6.0,4.0,4.0,4.0
1270.0,15.0,4.0,4.0,14.0
918.0,11.0,1.0,1.0,1.0
896.0,10.0,1.0,1.0,15.0
932.0,11.0,4.0,4.0,10.0
1268.0,15.0,4.0,4.0,14.0
515.0,5.0,1.0,1.0,14.0
551.0,5.0,4.0,4.0,15.0
378.0,4.0,4.0,4.0,4.0
442.0,4.0,14.0,14.0,14.0
662.0,6.0,1.0,1.0,10.0
528.0,5.0,1.0,1.0,14.0
53.0,1.0,4.0,4.0,16.0
492.0,4.0,1.0,1.0,15.0
395.0,4.0,4.0,4.0,15.0
1266.0,15.0,1.0,1.0,15.0
1166.0,14.0,4.0,4.0,14.0
65.0,1.0,1.0,1.0,10.0
638.0,6.0,1.0,1.0,1.0
983.0,12.0,4.0,4.0,10.0
170.0,2.0,4.0,4.0,10.0
1005.0,12.0,4.0,4.0,15.0
321.0,4.0,4.0,4.0,14.0
421.0,4.0,4.0,4.0,14.0
972.0,11.0,5.0,5.0,5.0
1098.0,13.0,1.0,1.0,1.0
1233.0,15.0,4.0,4.0,16.0
945.0,11.0,1.0,1.0,10.0
36.0,1.0,4.0,4.0,14.0
1061.0,12.0,4.0,4.0,14.0
75.0,1.0,4.0,4.0,4.0
1258.0,15.0,4.0,4.0,4.0
1022.0,12.0,5.0,5.0,15.0
719.0,7.0,4.0,4.0,4.0
1034.0,12.0,4.0,4.0,14.0
820.0,9.0,4.0,4.0,14.0
765.0,8.0,4.0,4.0,14.0
30.0,1.0,4.0,4.0,14.0
1009.0,12.0,1.0,1.0,14.0
181.0,2.0,4.0,4.0,14.0
474.0,4.0,4.0,4.0,14.0
738.0,7.0,4.0,4.0,14.0
1029.0,12.0,1.0,1.0,1.0
242.0,3.0,4.0,4.0,14.0
143.0,1.0,1.0,1.0,15.0
276.0,3.0,4.0,4.0,14.0
760.0,8.0,4.0,4.0,14.0
763.0,8.0,4.0,4.0,10.0
496.0,4.0,1.0,1.0,10.0
779.0,9.0,4.0,4.0,14.0
1250.0,15.0,4.0,4.0,15.0
737.0,7.0,1.0,1.0,1.0
826.0,9.0,5.0,5.0,10.0
1094.0,13.0,1.0,1.0,11.0
44.0,1.0,4.0,4.0,14.0
718.0,7.0,4.0,4.0,14.0
559.0,5.0,5.0,5.0,5.0
1177.0,14.0,1.0,1.0,14.0
885.0,10.0,4.0,4.0,10.0
455.0,4.0,4.0,4.0,14.0
193.0,3.0,4.0,4.0,14.0
1174.0,14.0,4.0,4.0,14.0
1259.0,15.0,5.0,5.0,15.0
1297.0,16.0,4.0,4.0,16.0
1159.0,14.0,1.0,1.0,10.0
730.0,7.0,4.0,4.0,14.0
23.0,1.0,1.0,1.0,1.0
280.0,3.0,4.0,4.0,15.0
1163.0,14.0,4.0,4.0,14.0
404.0,4.0,1.0,1.0,14.0
166.0,2.0,4.0,4.0,14.0
962.0,11.0,4.0,4.0,15.0
717.0,7.0,4.0,4.0,14.0
231.0,3.0,4.0,4.0,4.0
228.0,3.0,1.0,1.0,10.0
1096.0,13.0,4.0,4.0,15.0
1131.0,13.0,1.0,1.0,1.0
306.0,3.0,4.0,4.0,16.0
382.0,4.0,1.0,1.0,1.0
369.0,4.0,4.0,4.0,14.0
56.0,1.0,15.0,15.0,15.0
277.0,3.0,1.0,1.0,15.0
550.0,5.0,1.0,1.0,15.0
1099.0,13.0,4.0,4.0,14.0
17.0,1.0,6.0,6.0,6.0
76.0,1.0,4.0,4.0,14.0
235.0,3.0,4.0,4.0,15.0
117.0,1.0,4.0,4.0,15.0
946.0,11.0,4.0,4.0,14.0
729.0,7.0,4.0,4.0,14.0
659.0,6.0,1.0,1.0,15.0
903.0,11.0,4.0,4.0,14.0
1291.0,16.0,4.0,4.0,14.0
478.0,4.0,4.0,4.0,14.0
1299.0,16.0,4.0,4.0,10.0
1224.0,15.0,4.0,4.0,14.0
1234.0,15.0,4.0,4.0,15.0
513.0,5.0,1.0,1.0,1.0
345.0,4.0,1.0,1.0,14.0
473.0,4.0,4.0,4.0,14.0
762.0,8.0,4.0,4.0,15.0
309.0,3.0,1.0,1.0,15.0
167.0,2.0,4.0,4.0,14.0
1110.0,13.0,4.0,4.0,14.0
78.0,1.0,4.0,4.0,15.0
418.0,4.0,4.0,4.0,14.0
764.0,8.0,4.0,4.0,14.0
835.0,9.0,4.0,4.0,14.0
571.0,5.0,1.0,1.0,15.0
906.0,11.0,4.0,4.0,10.0
808.0,9.0,4.0,4.0,14.0
250.0,3.0,4.0,4.0,4.0
965.0,11.0,4.0,4.0,14.0
1066.0,13.0,4.0,4.0,15.0
594.0,5.0,1.0,1.0,15.0
1054.0,12.0,4.0,4.0,14.0
1216.0,15.0,4.0,4.0,4.0
1118.0,13.0,1.0,1.0,10.0
401.0,4.0,15.0,15.0,15.0
174.0,2.0,4.0,4.0,4.0
951.0,11.0,15.0,15.0,15.0
560.0,5.0,1.0,1.0,10.0
703.0,6.0,4.0,4.0,14.0
1254.0,15.0,4.0,4.0,15.0
877.0,10.0,4.0,4.0,14.0
35.0,1.0,4.0,4.0,14.0
868.0,10.0,4.0,4.0,15.0
523.0,5.0,1.0,1.0,10.0
1085.0,13.0,4.0,4.0,16.0
981.0,12.0,1.0,1.0,10.0
1241.0,15.0,4.0,4.0,10.0
1115.0,13.0,4.0,4.0,14.0
757.0,8.0,4.0,4.0,14.0
1001.0,12.0,4.0,4.0,15.0
460.0,4.0,4.0,4.0,14.0
1175.0,14.0,4.0,4.0,14.0
1188.0,14.0,1.0,1.0,10.0
921.0,11.0,4.0,4.0,15.0
734.0,7.0,5.0,5.0,15.0
556.0,5.0,4.0,4.0,14.0
535.0,5.0,5.0,5.0,5.0
307.0,3.0,1.0,1.0,15.0
41.0,1.0,1.0,1.0,1.0
1058.0,12.0,4.0,4.0,14.0
786.0,9.0,1.0,1.0,10.0
42.0,1.0,4.0,4.0,14.0
829.0,9.0,4.0,4.0,14.0
498.0,4.0,4.0,4.0,14.0
1213.0,15.0,1.0,1.0,1.0
898.0,11.0,4.0,4.0,14.0
8.0,1.0,1.0,1.0,15.0
956.0,11.0,4.0,4.0,15.0
660.0,6.0,4.0,4.0,14.0
707.0,6.0,1.0,1.0,14.0
1203.0,15.0,5.0,5.0,15.0
386.0,4.0,4.0,4.0,15.0
1178.0,14.0,4.0,4.0,15.0
